antecedent,consequent,support,confidence,lift,department
"Food for Cats, Chicken & Herring Formula",Grain Free Turkey Formula Cat Food,0.00616462001282241,0.37878787878787884,12.570674006844222,pets
"Food for Cats, Chicken & Herring Formula",Grain Free Chicken Formula Cat Food,0.00680574049415594,0.4181818181818182,7.025246667168789,pets
"Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food","Food for Cats, Chicken & Herring Formula",0.005227597770873403,0.24423963133640553,15.007415165479681,pets
"Food for Cats, Chicken & Herring Formula, Grain Free Turkey & Salmon Formula Cat Food",Grain Free Chicken Formula Cat Food,0.005227597770873403,0.5096153846153846,8.561285131604103,pets
"Food for Cats, Chicken & Herring Formula, Grain Free Chicken Formula Cat Food",Grain Free Turkey & Salmon Formula Cat Food,0.005227597770873403,0.7681159420289855,14.583414753297507,pets
"Food for Cats, Chicken & Herring Formula","Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food",0.005227597770873403,0.3212121212121212,15.007415165479683,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Classic Ocean Whitefish & Tuna Feast Cat Food,0.006608472653745623,0.17819148936170212,8.748641234351656,pets
Classic Ocean Whitefish & Tuna Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.006608472653745623,0.324455205811138,8.748641234351656,pets
Classic Tender Liver & Chicken Feast Cat Food,Classic Ocean Whitefish & Tuna Feast Cat Food,0.005030329930463086,0.2011834319526627,9.877473243835695,pets
Classic Ocean Whitefish & Tuna Feast Cat Food,Classic Tender Liver & Chicken Feast Cat Food,0.005030329930463086,0.2469733656174334,9.877473243835695,pets
Grain Free Turkey & Salmon Formula Cat Food,Grain Free Turkey Formula Cat Food,0.012625141786260294,0.23970037453183518,7.954835506353555,pets
Grain Free Turkey Formula Cat Food,Grain Free Turkey & Salmon Formula Cat Food,0.012625141786260294,0.4189852700490998,7.954835506353555,pets
Grain Free Chicken Formula Cat Food,Grain Free Turkey Formula Cat Food,0.016718449474774376,0.28086164043082024,9.320837124412016,pets
Grain Free Turkey Formula Cat Food,Grain Free Chicken Formula Cat Food,0.016718449474774376,0.5548281505728314,9.320837124412016,pets
"Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food",Grain Free Turkey Formula Cat Food,0.009666124180105538,0.45161290322580644,14.987487461063301,pets
"Grain Free Chicken Formula Cat Food, Grain Free Turkey Formula Cat Food",Grain Free Turkey & Salmon Formula Cat Food,0.009666124180105538,0.5781710914454277,10.977130356965297,pets
"Grain Free Turkey & Salmon Formula Cat Food, Grain Free Turkey Formula Cat Food",Grain Free Chicken Formula Cat Food,0.009666124180105538,0.765625,12.862119407622204,pets
Grain Free Chicken Formula Cat Food,"Grain Free Turkey & Salmon Formula Cat Food, Grain Free Turkey Formula Cat Food",0.009666124180105538,0.1623860811930406,12.862119407622204,pets
Grain Free Turkey & Salmon Formula Cat Food,"Grain Free Chicken Formula Cat Food, Grain Free Turkey Formula Cat Food",0.009666124180105538,0.18352059925093633,10.977130356965297,pets
Grain Free Turkey Formula Cat Food,"Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food",0.009666124180105538,0.32078559738134205,14.987487461063301,pets
Grain Free Turkey Canned Cat Food,Grain Free Chicken Formula Cat Food,0.010652463382157125,0.6409495548961425,10.767633906072147,pets
Grain Free Chicken Formula Cat Food,Grain Free Turkey Canned Cat Food,0.010652463382157125,0.17895608947804476,10.767633906072147,pets
Grain Free Turkey & Salmon Formula Cat Food,Grain Free Turkey Canned Cat Food,0.009764758100310697,0.1853932584269663,11.15495282232521,pets
Grain Free Turkey Canned Cat Food,Grain Free Turkey & Salmon Formula Cat Food,0.009764758100310697,0.5875370919881306,11.15495282232521,pets
"Grain Free Turkey & Salmon Formula Cat Food, Grain Free Turkey Canned Cat Food",Grain Free Chicken Formula Cat Food,0.007003008334566257,0.7171717171717171,12.048128342245988,pets
"Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food",Grain Free Turkey Canned Cat Food,0.007003008334566257,0.3271889400921659,19.686676968097473,pets
"Grain Free Chicken Formula Cat Food, Grain Free Turkey Canned Cat Food",Grain Free Turkey & Salmon Formula Cat Food,0.007003008334566257,0.6574074074074073,12.481507490636702,pets
Grain Free Turkey & Salmon Formula Cat Food,"Grain Free Chicken Formula Cat Food, Grain Free Turkey Canned Cat Food",0.007003008334566257,0.13295880149812733,12.481507490636702,pets
Grain Free Turkey Canned Cat Food,"Grain Free Chicken Formula Cat Food, Grain Free Turkey & Salmon Formula Cat Food",0.007003008334566257,0.42136498516320475,19.686676968097473,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Classic Tender Liver & Chicken Feast Cat Food,0.010307244661439069,0.2779255319148936,11.115376746821099,pets
Classic Tender Liver & Chicken Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.010307244661439069,0.4122287968441814,11.115376746821099,pets
Classic Tender Beef Feast Cat Food,Classic Tender Liver & Chicken Feast Cat Food,0.00823593233713074,0.33466933867735477,13.384793255149352,pets
Classic Tender Liver & Chicken Feast Cat Food,Classic Tender Beef Feast Cat Food,0.00823593233713074,0.32938856015779094,13.384793255149354,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Classic Tender Beef Feast Cat Food,0.006855057454258519,0.18484042553191488,7.511040698418112,pets
Classic Tender Beef Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.006855057454258519,0.2785571142284569,7.511040698418113,pets
Classic Tender Liver & Chicken Feast Cat Food,Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,0.008482517137643636,0.33925049309664695,18.692886544893234,pets
Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,Classic Tender Liver & Chicken Feast Cat Food,0.008482517137643636,0.4673913043478261,18.692886544893234,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,0.008334566257335897,0.22473404255319146,12.382967882747455,pets
Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.008334566257335897,0.4592391304347826,12.382967882747456,pets
Classic Tender Beef Feast Cat Food,Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,0.005424865611283721,0.22044088176352708,12.146412389997387,pets
Fancy Feast Wet Classic Turkey & Giblets Feast Cat Food,Classic Tender Beef Feast Cat Food,0.005424865611283721,0.29891304347826086,12.146412389997387,pets
Liver & Chicken Dinner Classic Pate Cat Food,Purina Mixed Grill Classic Pate Cat Food,0.007644128815899788,0.4696969696969697,24.93205616373156,pets
Purina Mixed Grill Classic Pate Cat Food,Liver & Chicken Dinner Classic Pate Cat Food,0.007644128815899788,0.40575916230366493,24.93205616373156,pets
Purina Classic Pate Turkey & Giblets Dinner Cat Food,Purina Mixed Grill Classic Pate Cat Food,0.005079646890565666,0.35034013605442177,18.596457954909713,pets
Purina Mixed Grill Classic Pate Cat Food,Purina Classic Pate Turkey & Giblets Dinner Cat Food,0.005079646890565666,0.2696335078534032,18.596457954909713,pets
Purina Classic Pate Turkey & Giblets Dinner Cat Food,Liver & Chicken Dinner Classic Pate Cat Food,0.005030329930463086,0.3469387755102041,21.317810760667903,pets
Liver & Chicken Dinner Classic Pate Cat Food,Purina Classic Pate Turkey & Giblets Dinner Cat Food,0.005030329930463086,0.3090909090909091,21.317810760667903,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Chunky Chicken Feast Cat Food,0.005523499531488879,0.14893617021276595,9.069005175388154,pets
Chunky Chicken Feast Cat Food,Fancy Feast Wet Classic Chicken Feast Cat Food,0.005523499531488879,0.33633633633633636,9.069005175388154,pets
Savory Salmon,Classic Ocean Whitefish & Tuna Feast Cat Food,0.006657789613848202,0.38243626062322944,18.776416602075603,pets
Classic Ocean Whitefish & Tuna Feast Cat Food,Savory Salmon,0.006657789613848202,0.3268765133171913,18.776416602075603,pets
Fancy Feast Wet Classic Chicken Feast Cat Food,Savory Salmon,0.005819401292104355,0.15691489361702127,9.013493761678017,pets
Savory Salmon,Fancy Feast Wet Classic Chicken Feast Cat Food,0.005819401292104355,0.3342776203966006,9.013493761678019,pets
Classic Ocean Whitefish & Tuna Feast Cat Food,Classic Seafood Feast Cat Food,0.006707106573950782,0.3292978208232446,24.36924055778442,pets
Classic Seafood Feast Cat Food,Classic Ocean Whitefish & Tuna Feast Cat Food,0.006707106573950782,0.4963503649635037,24.36924055778442,pets
